region,base_sku,branch,status,first_observed_month,last_observed_month,last_positive_month,months_since_last_positive,exclusion_reason
MT-TNG,03.L1.3060.7147,079,Vô hiệu hóa,2024-04-01,2024-07-01,2024-07-01,23,permanently_inactive_outside_recent_window
DNB,03.L1.3060.7147,097,Vô hiệu hóa,2024-10-01,2025-02-01,2025-02-01,16,permanently_inactive_outside_recent_window
TNB,03.L1.3060.7148,011,Vô hiệu hóa,2024-03-01,2025-02-01,2025-02-01,16,permanently_inactive_outside_recent_window
TNB,03.L1.3060.7148,016,Vô hiệu hóa,2024-03-01,2025-02-01,2025-02-01,16,permanently_inactive_outside_recent_window
MT-TNG,03.L1.3060.7148,079,Vô hiệu hóa,2024-04-01,2025-02-01,2025-02-01,16,permanently_inactive_outside_recent_window
DNB,03.L1.3060.7148,097,Vô hiệu hóa,2024-10-01,2024-10-01,2024-10-01,20,permanently_inactive_outside_recent_window
MT-TNG,03.L1.3060.7148,123,Vô hiệu hóa,2025-05-01,2025-05-01,2025-05-01,13,permanently_inactive_outside_recent_window
TNB,03.L1.3060.7149,011,Vô hiệu hóa,2024-03-01,2025-02-01,2025-02-01,16,permanently_inactive_outside_recent_window
TNB,03.L1.3060.7149,016,Vô hiệu hóa,2024-03-01,2025-02-01,2025-02-01,16,permanently_inactive_outside_recent_window
MT-TNG,03.L1.3060.7149,079,Vô hiệu hóa,2024-04-01,2024-12-01,2024-12-01,18,permanently_inactive_outside_recent_window
MT-TNG,03.L1.3060.7149,123,Vô hiệu hóa,2025-05-01,2025-05-01,2025-05-01,13,permanently_inactive_outside_recent_window
MT-TNG,03.L1.3060.7341,012,Vô hiệu hóa,2024-04-01,2024-04-01,2024-04-01,26,permanently_inactive_outside_recent_window
MT-TNG,03.L1.3060.7343,012,Vô hiệu hóa,2025-05-01,2025-05-01,2025-05-01,13,permanently_inactive_outside_recent_window
MT-TNG,03.L1.3060.7347,001,Vô hiệu hóa,2024-05-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
DNB,03.L1.3060.7347,013,Vô hiệu hóa,2025-04-01,2025-04-01,2025-04-01,14,permanently_inactive_outside_recent_window
MT-TNG,03.L1.3060.7347,014,Vô hiệu hóa,2024-02-01,2024-02-01,2024-02-01,28,permanently_inactive_outside_recent_window
TNB,03.L1.3060.7347,018,Vô hiệu hóa,2025-02-01,2025-02-01,2025-02-01,16,permanently_inactive_outside_recent_window
TNB,03.L1.3060.7347,024,Vô hiệu hóa,2024-01-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
TNB,03.L1.3060.7347,063,Vô hiệu hóa,2024-01-01,2024-10-01,2024-10-01,20,permanently_inactive_outside_recent_window
MT-TNG,03.L1.3060.7347,072,Vô hiệu hóa,2024-03-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
MT-TNG,03.L1.3060.7347,079,Vô hiệu hóa,2024-04-01,2024-07-01,2024-07-01,23,permanently_inactive_outside_recent_window
Chưa xác định,03.L1.3060.7348,000,Vô hiệu hóa,2024-04-01,2024-04-01,2024-04-01,26,permanently_inactive_outside_recent_window
MT-TNG,03.L1.3060.7348,001,Vô hiệu hóa,2024-05-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
DNB,03.L1.3060.7348,008,Vô hiệu hóa,2024-10-01,2024-10-01,2024-10-01,20,permanently_inactive_outside_recent_window
DNB,03.L1.3060.7348,010,Vô hiệu hóa,2024-01-01,2025-05-01,2025-05-01,13,permanently_inactive_outside_recent_window
DNB,03.L1.3060.7348,013,Vô hiệu hóa,2025-04-01,2025-04-01,2025-04-01,14,permanently_inactive_outside_recent_window
TNB,03.L1.3060.7348,018,Vô hiệu hóa,2025-02-01,2025-02-01,2025-02-01,16,permanently_inactive_outside_recent_window
TNB,03.L1.3060.7348,063,Vô hiệu hóa,2024-03-01,2024-08-01,2024-08-01,22,permanently_inactive_outside_recent_window
MT-TNG,03.L1.3060.7348,072,Vô hiệu hóa,2024-03-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
MT-TNG,03.L1.3060.7348,079,Vô hiệu hóa,2024-04-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
Chưa xác định,03.L1.3060.7348,222,Vô hiệu hóa,2024-03-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
DNB,03.L1.3060.7349,013,Vô hiệu hóa,2024-10-01,2025-04-01,2025-04-01,14,permanently_inactive_outside_recent_window
MT-TNG,03.L1.3060.7349,014,Vô hiệu hóa,2024-02-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
TNB,03.L1.3060.7349,018,Vô hiệu hóa,2025-02-01,2025-02-01,2025-02-01,16,permanently_inactive_outside_recent_window
TNB,03.L1.3060.7349,063,Vô hiệu hóa,2024-03-01,2024-10-01,2024-10-01,20,permanently_inactive_outside_recent_window
MT-TNG,03.L1.3060.7349,072,Vô hiệu hóa,2024-03-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
MT-TNG,03.L1.3060.7349,079,Vô hiệu hóa,2024-04-01,2024-06-01,2024-06-01,24,permanently_inactive_outside_recent_window
DNB,03.L1.3060.7366,081,Vô hiệu hóa,2025-04-01,2025-04-01,2025-04-01,14,permanently_inactive_outside_recent_window
DNB,03.L1.3060.7368,013,Vô hiệu hóa,2024-07-01,2024-07-01,2024-07-01,23,permanently_inactive_outside_recent_window
TNB,03.L1.3060.7374,018,Vô hiệu hóa,2024-04-01,2024-07-01,2024-07-01,23,permanently_inactive_outside_recent_window
TNB,03.L1.3060.7374,069,Vô hiệu hóa,2024-01-01,2024-09-01,2024-09-01,21,permanently_inactive_outside_recent_window
TNB,03.L1.3060.7375,018,Vô hiệu hóa,2024-06-01,2024-07-01,2024-07-01,23,permanently_inactive_outside_recent_window
TNB,03.L1.3060.7375,069,Vô hiệu hóa,2024-05-01,2024-09-01,2024-09-01,21,permanently_inactive_outside_recent_window
TNB,03.L1.3060.7376,018,Vô hiệu hóa,2024-06-01,2024-07-01,2024-07-01,23,permanently_inactive_outside_recent_window
TNB,03.L1.3060.7376,069,Vô hiệu hóa,2024-01-01,2024-09-01,2024-09-01,21,permanently_inactive_outside_recent_window
TNB,03.L1.3060.7529,015,Vô hiệu hóa,2024-03-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
DNB,03.L1.3060.7529,019,Vô hiệu hóa,2024-03-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
DNB,03.L1.3060.7607,002,Vô hiệu hóa,2024-12-01,2024-12-01,2024-12-01,18,permanently_inactive_outside_recent_window
MT-TNG,03.L1.3060.7607,023,Vô hiệu hóa,2024-01-01,2025-02-01,2025-02-01,16,permanently_inactive_outside_recent_window
DNB,03.L1.3060.7608,002,Vô hiệu hóa,2024-10-01,2024-12-01,2024-12-01,18,permanently_inactive_outside_recent_window
TNB,03.L1.3060.7608,018,Vô hiệu hóa,2024-05-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
MT-TNG,03.L1.3060.7608,023,Vô hiệu hóa,2024-03-01,2025-02-01,2025-02-01,16,permanently_inactive_outside_recent_window
DNB,03.L1.3060.7609,002,Vô hiệu hóa,2024-10-01,2024-12-01,2024-12-01,18,permanently_inactive_outside_recent_window
TNB,03.L1.3060.7609,018,Vô hiệu hóa,2024-05-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
MT-TNG,03.L1.3060.7609,023,Vô hiệu hóa,2024-01-01,2024-07-01,2024-07-01,23,permanently_inactive_outside_recent_window
MT-TNG,03.L1.3060.7611,001,Vô hiệu hóa,2024-05-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
DNB,03.L1.3060.7611,002,Vô hiệu hóa,2024-12-01,2024-12-01,2024-12-01,18,permanently_inactive_outside_recent_window
TNB,03.L1.3060.7611,018,Vô hiệu hóa,2024-05-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
DNB,03.L1.3060.7612,002,Vô hiệu hóa,2024-12-01,2024-12-01,2024-12-01,18,permanently_inactive_outside_recent_window
TNB,03.L1.3060.7612,018,Vô hiệu hóa,2024-01-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
MT-TNG,03.L1.3060.7613,001,Vô hiệu hóa,2024-01-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
DNB,03.L1.3060.7613,002,Vô hiệu hóa,2024-08-01,2024-12-01,2024-12-01,18,permanently_inactive_outside_recent_window
TNB,03.L1.3060.7613,018,Vô hiệu hóa,2024-05-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
TNB,03.L1.3060.7614,018,Vô hiệu hóa,2024-05-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
TNB,03.L1.3060.7614,024,Vô hiệu hóa,2024-01-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
TNB,03.L1.3060.7616,018,Vô hiệu hóa,2024-05-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
MT-TNG,03.L1.3060.7634,014,Vô hiệu hóa,2024-03-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
TNB,03.L1.3060.7634,018,Vô hiệu hóa,2024-09-01,2024-09-01,2024-09-01,21,permanently_inactive_outside_recent_window
DNB,03.L1.3060.7634,019,Vô hiệu hóa,2024-01-01,2024-02-01,2024-02-01,28,permanently_inactive_outside_recent_window
MT-TNG,03.L1.3060.7634,023,Vô hiệu hóa,2024-03-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
MT-TNG,03.L1.3060.7635,001,Vô hiệu hóa,2024-05-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
TNB,03.L1.3060.7635,018,Vô hiệu hóa,2024-09-01,2024-09-01,2024-09-01,21,permanently_inactive_outside_recent_window
DNB,03.L1.3060.7635,019,Vô hiệu hóa,2024-01-01,2024-02-01,2024-02-01,28,permanently_inactive_outside_recent_window
MT-TNG,03.L1.3060.7635,023,Vô hiệu hóa,2024-07-01,2024-07-01,2024-07-01,23,permanently_inactive_outside_recent_window
MT-TNG,03.L1.3060.7636,001,Vô hiệu hóa,2024-05-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
TNB,03.L1.3060.7636,018,Vô hiệu hóa,2024-09-01,2024-09-01,2024-09-01,21,permanently_inactive_outside_recent_window
DNB,03.L1.3060.7636,019,Vô hiệu hóa,2024-02-01,2024-02-01,2024-02-01,28,permanently_inactive_outside_recent_window
MT-TNG,03.L1.3060.7636,023,Vô hiệu hóa,2024-06-01,2024-07-01,2024-07-01,23,permanently_inactive_outside_recent_window
MT-TNG,03.L1.4080.7701,001,Vô hiệu hóa,2024-05-01,2024-06-01,2024-06-01,24,permanently_inactive_outside_recent_window
DNB,03.L1.4080.7701,008,Vô hiệu hóa,2024-03-01,2024-06-01,2024-06-01,24,permanently_inactive_outside_recent_window
TNB,03.L1.4080.7701,015,Vô hiệu hóa,2024-01-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
TNB,03.L1.4080.7701,016,Vô hiệu hóa,2024-12-01,2024-12-01,2024-12-01,18,permanently_inactive_outside_recent_window
DNB,03.L1.4080.7701,019,Vô hiệu hóa,2024-01-01,2024-04-01,2024-04-01,26,permanently_inactive_outside_recent_window
MT-TNG,03.L1.4080.7701,023,Vô hiệu hóa,2024-01-01,2024-07-01,2024-07-01,23,permanently_inactive_outside_recent_window
MT-TNG,03.L1.4080.7702,001,Vô hiệu hóa,2024-05-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
TNB,03.L1.4080.7702,015,Vô hiệu hóa,2024-03-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
MT-TNG,03.L1.4080.7702,023,Vô hiệu hóa,2024-05-01,2024-07-01,2024-07-01,23,permanently_inactive_outside_recent_window
MT-TNG,03.L1.4080.7703,001,Vô hiệu hóa,2024-05-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
MT-TNG,03.L1.4080.7703,012,Vô hiệu hóa,2024-03-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
DNB,03.L1.4080.7703,019,Vô hiệu hóa,2024-01-01,2024-04-01,2024-04-01,26,permanently_inactive_outside_recent_window
MT-TNG,03.L1.4080.7703,023,Vô hiệu hóa,2024-01-01,2024-07-01,2024-07-01,23,permanently_inactive_outside_recent_window
MT-TNG,03.L1.4080.7704,001,Vô hiệu hóa,2024-05-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
TNB,03.L1.4080.7704,050,Vô hiệu hóa,2024-05-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
TNB,03.L1.4080.7704,073,Vô hiệu hóa,2024-09-01,2024-09-01,2024-09-01,21,permanently_inactive_outside_recent_window
MT-TNG,03.L1.4080.7705,001,Vô hiệu hóa,2024-05-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
TNB,03.L1.4080.7705,050,Vô hiệu hóa,2024-05-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
DNB,03.L1.4080.7705,060,Vô hiệu hóa,2024-01-01,2024-10-01,2024-10-01,20,permanently_inactive_outside_recent_window
TNB,03.L1.4080.7705,073,Vô hiệu hóa,2024-09-01,2024-09-01,2024-09-01,21,permanently_inactive_outside_recent_window
MT-TNG,03.L1.4080.7706,001,Vô hiệu hóa,2024-05-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
TNB,03.L1.4080.7706,050,Vô hiệu hóa,2024-05-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
DNB,03.L1.4080.7706,060,Vô hiệu hóa,2024-01-01,2024-10-01,2024-10-01,20,permanently_inactive_outside_recent_window
TNB,03.L1.4080.7706,073,Vô hiệu hóa,2024-01-01,2024-09-01,2024-09-01,21,permanently_inactive_outside_recent_window
DNB,03.L1.4080.7706,076,Vô hiệu hóa,2024-03-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
TNB,03.L1.4080.7707,050,Vô hiệu hóa,2024-01-01,2024-06-01,2024-06-01,24,permanently_inactive_outside_recent_window
DNB,03.L1.4080.7707,061,Vô hiệu hóa,2024-03-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
TNB,03.L1.4080.7707,063,Vô hiệu hóa,2024-01-01,2024-01-01,2024-01-01,29,permanently_inactive_outside_recent_window
TNB,03.L1.4080.7708,050,Vô hiệu hóa,2024-01-01,2024-06-01,2024-06-01,24,permanently_inactive_outside_recent_window
DNB,03.L1.4080.7708,061,Vô hiệu hóa,2024-03-01,2024-12-01,2024-12-01,18,permanently_inactive_outside_recent_window
TNB,03.L1.4080.7708,063,Vô hiệu hóa,2024-01-01,2024-01-01,2024-01-01,29,permanently_inactive_outside_recent_window
TNB,03.L1.4080.7708,073,Vô hiệu hóa,2024-09-01,2024-09-01,2024-09-01,21,permanently_inactive_outside_recent_window
DNB,03.L1.4080.7708,076,Vô hiệu hóa,2024-03-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
TNB,03.L1.4080.7709,050,Vô hiệu hóa,2024-01-01,2024-06-01,2024-06-01,24,permanently_inactive_outside_recent_window
DNB,03.L1.4080.7709,061,Vô hiệu hóa,2024-03-01,2024-12-01,2024-12-01,18,permanently_inactive_outside_recent_window
TNB,03.L1.4080.7709,063,Vô hiệu hóa,2024-01-01,2024-01-01,2024-01-01,29,permanently_inactive_outside_recent_window
TNB,03.L1.4080.7709,073,Vô hiệu hóa,2024-09-01,2024-09-01,2024-09-01,21,permanently_inactive_outside_recent_window
DNB,03.L1.4080.7709,076,Vô hiệu hóa,2024-03-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
MT-TNG,03.L1.4080.7711,001,Vô hiệu hóa,2024-05-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
TNB,03.L1.4080.7711,018,Vô hiệu hóa,2024-08-01,2024-08-01,2024-08-01,22,permanently_inactive_outside_recent_window
TNB,03.L1.4080.7712,018,Vô hiệu hóa,2024-08-01,2024-08-01,2024-08-01,22,permanently_inactive_outside_recent_window
MT-TNG,03.L1.4080.7713,001,Vô hiệu hóa,2024-05-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
TNB,03.L1.4080.7713,018,Vô hiệu hóa,2024-08-01,2025-03-01,2025-03-01,15,permanently_inactive_outside_recent_window
DNB,03.L1.4080.7717,008,Vô hiệu hóa,2024-03-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
TNB,03.L1.4080.7717,011,Vô hiệu hóa,2024-01-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
MT-TNG,03.L1.4080.7717,014,Vô hiệu hóa,2024-05-01,2024-09-01,2024-09-01,21,permanently_inactive_outside_recent_window
MT-TNG,03.L1.4080.7717,072,Vô hiệu hóa,2025-02-01,2025-02-01,2025-02-01,16,permanently_inactive_outside_recent_window
MT-TNG,03.L1.4080.7718,014,Vô hiệu hóa,2024-05-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
TNB,03.L1.4080.7718,015,Vô hiệu hóa,2024-01-01,2024-01-01,2024-01-01,29,permanently_inactive_outside_recent_window
MT-TNG,03.L1.4080.7718,023,Vô hiệu hóa,2024-07-01,2024-07-01,2024-07-01,23,permanently_inactive_outside_recent_window
MT-TNG,03.L1.4080.7718,072,Vô hiệu hóa,2025-02-01,2025-02-01,2025-02-01,16,permanently_inactive_outside_recent_window
DNB,03.L1.4080.7719,008,Vô hiệu hóa,2024-03-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
TNB,03.L1.4080.7719,011,Vô hiệu hóa,2024-03-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
DNB,03.L1.4080.7719,013,Vô hiệu hóa,2024-03-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
MT-TNG,03.L1.4080.7719,014,Vô hiệu hóa,2024-05-01,2024-08-01,2024-08-01,22,permanently_inactive_outside_recent_window
TNB,03.L1.4080.7719,015,Vô hiệu hóa,2024-01-01,2024-01-01,2024-01-01,29,permanently_inactive_outside_recent_window
TNB,03.L1.4080.7719,016,Vô hiệu hóa,2024-03-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
DNB,03.L1.4080.7721,019,Vô hiệu hóa,2024-05-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
MT-TNG,03.L1.5050.6551,014,Vô hiệu hóa,2024-03-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
DNB,03.L1.6060.8000,002,Vô hiệu hóa,2024-06-01,2024-06-01,2024-06-01,24,permanently_inactive_outside_recent_window
DNB,03.L1.6060.8000,008,Vô hiệu hóa,2024-01-01,2025-04-01,2025-04-01,14,permanently_inactive_outside_recent_window
TNB,03.L1.6060.8000,011,Vô hiệu hóa,2024-03-01,2024-04-01,2024-04-01,26,permanently_inactive_outside_recent_window
TNB,03.L1.6060.8000,015,Vô hiệu hóa,2024-01-01,2024-07-01,2024-07-01,23,permanently_inactive_outside_recent_window
TNB,03.L1.6060.8000,017,Vô hiệu hóa,2024-01-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
DNB,03.L1.6060.8000,022,Vô hiệu hóa,2024-04-01,2024-10-01,2024-10-01,20,permanently_inactive_outside_recent_window
TNB,03.L1.6060.8000,024,Vô hiệu hóa,2024-01-01,2024-07-01,2024-07-01,23,permanently_inactive_outside_recent_window
TNB,03.L1.6060.8000,050,Vô hiệu hóa,2024-01-01,2024-06-01,2024-06-01,24,permanently_inactive_outside_recent_window
DNB,03.L1.6060.8000,061,Vô hiệu hóa,2024-07-01,2024-07-01,2024-07-01,23,permanently_inactive_outside_recent_window
TNB,03.L1.6060.8000,065,Vô hiệu hóa,2024-01-01,2024-04-01,2024-04-01,26,permanently_inactive_outside_recent_window
TNB,03.L1.6060.8000,098,Vô hiệu hóa,2024-03-01,2024-08-01,2024-08-01,22,permanently_inactive_outside_recent_window
TNB,03.L1.6060.8008,011,Vô hiệu hóa,2024-08-01,2024-08-01,2024-08-01,22,permanently_inactive_outside_recent_window
TNB,03.L1.6060.8010,011,Vô hiệu hóa,2024-08-01,2024-08-01,2024-08-01,22,permanently_inactive_outside_recent_window
MT-TNG,03.L1.6060.8010,079,Vô hiệu hóa,2024-03-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
DNB,03.L1.6060.8011,008,Vô hiệu hóa,2024-01-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
TNB,03.L1.6060.8011,011,Vô hiệu hóa,2024-01-01,2024-07-01,2024-07-01,23,permanently_inactive_outside_recent_window
MT-TNG,03.L1.6060.8011,023,Vô hiệu hóa,2024-01-01,2024-06-01,2024-06-01,24,permanently_inactive_outside_recent_window
TNB,03.L1.6060.8011,024,Vô hiệu hóa,2024-01-01,2024-09-01,2024-09-01,21,permanently_inactive_outside_recent_window
TNB,03.L1.6060.8016,018,Vô hiệu hóa,2024-01-01,2024-01-01,2024-01-01,29,permanently_inactive_outside_recent_window
TNB,03.L1.6060.8022,011,Vô hiệu hóa,2024-02-01,2024-08-01,2024-08-01,22,permanently_inactive_outside_recent_window
MT-TNG,03.L1.6060.8022,012,Vô hiệu hóa,2024-06-01,2024-06-01,2024-06-01,24,permanently_inactive_outside_recent_window
TNB,03.L1.6060.8024,011,Vô hiệu hóa,2024-07-01,2024-07-01,2024-07-01,23,permanently_inactive_outside_recent_window
MT-TNG,03.L1.6060.8024,014,Vô hiệu hóa,2024-03-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
TNB,03.L1.6060.8025,011,Vô hiệu hóa,2024-07-01,2024-07-01,2024-07-01,23,permanently_inactive_outside_recent_window
TNB,03.L1.6060.8034,011,Vô hiệu hóa,2024-08-01,2024-08-01,2024-08-01,22,permanently_inactive_outside_recent_window
TNB,03.L1.6060.8034,069,Vô hiệu hóa,2024-02-01,2024-02-01,2024-02-01,28,permanently_inactive_outside_recent_window
DNB,03.L1.6060.8036,013,Vô hiệu hóa,2025-04-01,2025-04-01,2025-04-01,14,permanently_inactive_outside_recent_window
DNB,03.L1.6060.8037,008,Vô hiệu hóa,2024-01-01,2024-09-01,2024-09-01,21,permanently_inactive_outside_recent_window
DNB,03.L1.6060.8037,010,Vô hiệu hóa,2024-01-01,2024-01-01,2024-01-01,29,permanently_inactive_outside_recent_window
DNB,03.L1.6060.8037,022,Vô hiệu hóa,2024-01-01,2024-07-01,2024-07-01,23,permanently_inactive_outside_recent_window
TNB,03.L1.6060.8037,024,Vô hiệu hóa,2024-01-01,2024-07-01,2024-07-01,23,permanently_inactive_outside_recent_window
